pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC,group
BIOCARTA_CDC25_PATHWAY,0.6626262626262627,-0.780336261099998,-1.5446946488199442,8,down,NA,NA,NA,NA,NA,Media
BIOCARTA_DSP_PATHWAY,0.83302455412282,0.5928982678791467,1.1890971065932916,8,up,NA,NA,NA,NA,NA,Media
BIOCARTA_NPC_PATHWAY,0.9839673799254637,0.37233363198478564,0.781480720249327,11,up,0.9153420785606028,0.36907200246408,0.34289885944783677,11,up,Media
BIOCARTA_FLUMAZENIL_PATHWAY,0.9353396197276502,0.5522134514175954,0.9317287354803935,4,up,NA,NA,NA,NA,NA,Media
BIOCARTA_MELANOCYTE_PATHWAY,0.7809330628803246,-0.6642190003619448,-1.2776895217159923,7,down,NA,NA,NA,NA,NA,Media
BIOCARTA_S1P_PATHWAY,0.9347815269364915,0.4538998203424254,0.9103264291580101,8,up,NA,NA,NA,NA,NA,Media
BIOCARTA_HBX_PATHWAY,0.9059629407493924,0.49853357803771225,0.967690484821024,7,up,NA,NA,NA,NA,NA,Media
BIOCARTA_MALATEX_PATHWAY,0.9624777091360698,-0.42526349848259826,-0.84181946064959,8,down,NA,NA,NA,NA,NA,Media
BIOCARTA_TSP1_PATHWAY,1,-0.3163733269306652,-0.6085747088678108,7,down,NA,NA,NA,NA,NA,Media
BIOCARTA_NPP1_PATHWAY,1,-0.31756567239707645,-0.6457006711665803,9,down,NA,NA,NA,NA,NA,Media
BIOCARTA_CPSF_PATHWAY,0.9365942255641606,0.4301056534138258,0.8997062032554306,10,up,0.9153420785606028,0.3570172841106734,0.3774919442418552,10,up,Media
BIOCARTA_HES_PATHWAY,0.9991329287000601,-0.33555887424762887,-0.7404629747412762,12,down,0.9153420785606028,0.5582561830324142,-0.14828329299519966,12,up,Media
BIOCARTA_ERBB4_PATHWAY,0.9690599816446862,-0.4712150503395577,-0.8261938075336792,5,down,NA,NA,NA,NA,NA,Media
BIOCARTA_RHODOPSIN_PATHWAY,0.9624777091360698,-0.4352418792578774,-0.8372298718295261,7,down,NA,NA,NA,NA,NA,Media
BIOCARTA_RNAPOL3_PATHWAY,0.9364796453284606,0.458662181394747,0.8902971599826243,7,up,NA,NA,NA,NA,NA,Media
BIOCARTA_TERC_PATHWAY,0.9353396197276502,-0.5104178473290111,-0.9489358893374827,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_EOSINOPHILS_PATHWAY,0.8774031233085421,0.5647157492097032,1.0961549657091845,7,up,NA,NA,NA,NA,NA,Media
BIOCARTA_REELIN_PATHWAY,0.6983453837597331,0.8004948685519426,1.507415329626692,6,up,NA,NA,NA,NA,NA,Media
BIOCARTA_BARD1_PATHWAY,0.7774678117177589,0.640048421606333,1.2836598914922592,8,up,NA,NA,NA,NA,NA,Media
BIOCARTA_LDL_PATHWAY,0.9108445445033446,0.5147048486193557,0.9692429140058348,6,up,NA,NA,NA,NA,NA,Media
BIOCARTA_SAM68_PATHWAY,0.7541715937458942,-0.734596915461815,-1.3657151310953155,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_FBW7_PATHWAY,0.8786028072431158,-0.5238409594174211,-1.06511656794391,9,down,NA,NA,NA,NA,NA,Media
BIOCARTA_CB1R_PATHWAY,0.9108445445033446,-0.5013201996140526,-0.9643379152394128,7,down,NA,NA,NA,NA,NA,Media
BIOCARTA_SUMO_PATHWAY,1,-0.2796429264506113,-0.5198940642396781,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_IFNA_PATHWAY,0.8951505604314473,0.4971417966182943,1.0244403625556147,9,up,NA,NA,NA,NA,NA,Media
BIOCARTA_PKC_PATHWAY,0.8870383779869658,-0.556294986845727,-1.0700872382280673,7,down,NA,NA,NA,NA,NA,Media
BIOCARTA_PPARG_PATHWAY,0.9062982446800787,-0.495741720491509,-0.9813328189575123,8,down,NA,NA,NA,NA,NA,Media
BIOCARTA_ION_PATHWAY,0.7341939589819743,-0.7954898657832371,-1.394753415860357,5,down,NA,NA,NA,NA,NA,Media
BIOCARTA_PELP1_PATHWAY,0.8786028072431158,-0.5946621168128234,-1.1055573930770999,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_STAT3_PATHWAY,0.8989477782445212,-0.5183381324820429,-1.026062967259355,8,down,NA,NA,NA,NA,NA,Media
BIOCARTA_EEA1_PATHWAY,0.9892885561312549,0.3916248140407844,0.7601726801607779,7,up,NA,NA,NA,NA,NA,Media
BIOCARTA_MITR_PATHWAY,0.522134627046695,-0.8939866784157156,-1.4951251998660715,4,down,NA,NA,NA,NA,NA,Media
BIOCARTA_CIRCADIAN_PATHWAY,0.7756689850288812,0.6951341129445312,1.309010037621553,6,up,NA,NA,NA,NA,NA,Media
BIOCARTA_RECK_PATHWAY,0.7659168890583302,-0.6756191970693584,-1.3737245770545283,9,down,NA,NA,NA,NA,NA,Media
BIOCARTA_MSP_PATHWAY,0.7877213902349579,0.6693517012275174,1.2604590672358489,6,up,NA,NA,NA,NA,NA,Media
BIOCARTA_SLRP_PATHWAY,0.7756689850288812,0.9211717537506466,1.225689249839709,1,up,NA,NA,NA,NA,NA,Media
BIOCARTA_ALTERNATIVE_PATHWAY,0.8991348964538016,0.49430215464029814,0.9913560111553859,8,up,NA,NA,NA,NA,NA,Media
BIOCARTA_FOSB_PATHWAY,0.7482547993019197,0.8273652275775548,1.3959818531988775,4,up,NA,NA,NA,NA,NA,Media
BIOCARTA_NOTCH_PATHWAY,0.8498633216564166,-0.6285943400300849,-1.168641990499326,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_TUBBY_PATHWAY,0.9965035988919279,0.4557213296249306,0.719889113785335,3,up,NA,NA,NA,NA,NA,Media
BIOCARTA_MRP_PATHWAY,0.7756689850288812,-0.7163739631891368,-1.331836195412093,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_DICER_PATHWAY,0.7756689850288812,-0.7636439019799369,-1.338917045459478,5,down,NA,NA,NA,NA,NA,Media
BIOCARTA_PLCD_PATHWAY,0.9976907605591836,0.41083721976365145,0.6931900015763914,4,up,NA,NA,NA,NA,NA,Media
BIOCARTA_RAN_PATHWAY,0.9353396197276502,0.5050978067429185,0.912666586409281,5,up,NA,NA,NA,NA,NA,Media
BIOCARTA_WNT_LRP6_PATHWAY,0.8421025317567407,-0.7062285751245068,-1.181113952844778,4,down,NA,NA,NA,NA,NA,Media
BIOCARTA_PEPI_PATHWAY,0.8498633216564166,0.600311223329033,1.165248409211124,7,up,NA,NA,NA,NA,NA,Media
BIOCARTA_IFNG_PATHWAY,0.9395076041737708,-0.49127250171854725,-0.9133420995462174,6,down,NA,NA,NA,NA,NA,Media
BIOCARTA_BOTULIN_PATHWAY,0.8498633216564166,0.7383262191178372,1.1663114561757832,3,up,NA,NA,NA,NA,NA,Media
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,1,0.2649929025687973,0.7786926410655167,48,up,0.9153420785606028,0.4234709594149998,0.19362501051502512,48,up,Media
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.9976907605591836,-0.28337831291546517,-0.7483631532697425,27,down,0.916773444517598,0.6964959669776138,-0.518076663169123,27,up,Media
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.9156058389616858,0.3699003793253517,0.9372519615182852,24,up,0.9153420785606028,0.3335664066646641,0.4335356557219781,24,up,Media
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,1,-0.29956635553913413,-0.6264420754076678,10,down,0.9153420785606028,0.49346726900518845,0.01661466400357587,10,up,Media
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,1,-0.24703197087023993,-0.6784525873116021,31,down,0.9153420785606028,0.5926401090974673,-0.23554094957607727,31,up,Media
KEGG_GALACTOSE_METABOLISM,0.8237513474667625,0.46188194002320704,1.162761989762212,23,up,0.9153420785606028,0.21354388043285571,0.8024716508551366,23,up,Media
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.9892885561312549,0.3970613021029544,0.7477078456158656,6,up,NA,NA,NA,NA,NA,Media
KEGG_FATTY_ACID_METABOLISM,1,0.26655032697467085,0.708979604736603,32,up,0.9153420785606028,0.48557758831434317,0.03634578733828506,32,up,Media
KEGG_STEROID_BIOSYNTHESIS,0.8129063504727557,-0.5100283635314747,-1.201612883156997,16,down,0.9269868661596637,0.8233873465574394,-0.9461610974839343,16,up,Media
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.9395076041737708,0.39223165700655505,0.8818316308455467,15,up,0.9153420785606028,0.41553157457032847,0.21541006691175127,15,up,Media
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.640339134315038,0.6019728331963716,1.5936206676999929,29,up,0.9153420785606028,0.050259616113676256,1.6755497905414445,29,up,Media
KEGG_OXIDATIVE_PHOSPHORYLATION,1,-0.18404344725362587,-0.6115734637634481,106,down,0.9162701457169666,0.6682850030476082,-0.43622924233630794,106,up,Media
KEGG_PURINE_METABOLISM,0.9353396197276502,0.2725172990609792,0.9449176194692513,146,up,0.9153420785606028,0.2165402228685736,0.785027322994011,146,up,Media
KEGG_PYRIMIDINE_METABOLISM,0.989099560313728,-0.26093014646854074,-0.8581631367478524,95,down,0.916222365642533,0.6558278517124966,-0.4017728150760927,95,up,Media
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.9108445445033446,0.36607488711901415,0.9425133546091073,26,up,0.9153420785606028,0.2700570572811712,0.6171054785407319,26,up,Media
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.8786028072431158,0.39689372461358474,1.0507086159788688,29,up,0.9153420785606028,0.5185397886079895,-0.04677622107384762,29,up,Media
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.7192982456140351,-0.5195133530276862,-1.4137564658802666,30,down,0.9517181466326341,0.9119220656527106,-1.3694981816601723,30,up,Media
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.818137698367824,-0.4029596061208878,-1.1571977925347403,42,down,0.944648434400664,0.8858640509951407,-1.2166118284759542,42,up,Media
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.8991348964538016,-0.5275446720082535,-1.014783225554749,7,down,NA,NA,NA,NA,NA,Media
KEGG_LYSINE_DEGRADATION,1,-0.23285944700848624,-0.6495475564026206,37,down,0.916222365642533,0.6580914607546939,-0.4095651058940259,37,up,Media
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.7756689850288812,-0.4379194418570368,-1.2766993691542718,47,down,0.944648434400664,0.8769979457259779,-1.1675637893077526,47,up,Media
KEGG_HISTIDINE_METABOLISM,0.7877864517753713,-0.46314189069550016,-1.186101778277789,23,down,0.916773444517598,0.6967806687445001,-0.5190487547168279,23,up,Media
KEGG_TYROSINE_METABOLISM,0.8498633216564166,0.42817485310951525,1.1184248333063471,27,up,0.9153420785606028,0.2742041701271297,0.6047694907131114,27,up,Media
KEGG_PHENYLALANINE_METABOLISM,0.7756689850288812,0.5872288043662347,1.2933826804318276,14,up,0.9153420785606028,0.1608510391255448,1.0172192740785266,14,up,Media
KEGG_TRYPTOPHAN_METABOLISM,0.9759339691175789,-0.2984026339947477,-0.8256282081517459,34,down,0.9153420785606028,0.642272805194331,-0.3661128372336056,34,up,Media
KEGG_BETA_ALANINE_METABOLISM,0.7877213902349579,0.48894733911585136,1.2131656977292435,21,up,0.9153420785606028,0.22067831219848366,0.7792854671202739,21,up,Media
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,0.9073741775613091,-0.5078914563102108,-0.9769783633756635,7,down,NA,NA,NA,NA,NA,Media
KEGG_SELENOAMINO_ACID_METABOLISM,0.7756689850288812,-0.5142961388677433,-1.317107299355674,23,down,0.916773444517598,0.7580989876380859,-0.7068909121221288,23,up,Media
KEGG_GLUTATHIONE_METABOLISM,0.8786028072431158,-0.36274557355570514,-1.038883515637702,41,down,0.916773444517598,0.6978982895239082,-0.5204284024820968,41,up,Media
KEGG_STARCH_AND_SUCROSE_METABOLISM,0.7541715937458942,0.5356753013707617,1.362444763263788,25,up,0.9153420785606028,0.1094278609552181,1.2458905098353508,25,up,Media
KEGG_N_GLYCAN_BIOSYNTHESIS,1,0.24160399727993073,0.6983739953764206,45,up,0.9153420785606028,0.4951520440954845,0.01218790297285809,45,up,Media
KEGG_OTHER_GLYCAN_DEGRADATION,0.7442946058091285,-0.6243832268059522,-1.4407880652422351,15,down,0.957793439041385,0.06711332313347716,-1.5426831380935688,15,down,Media
KEGG_O_GLYCAN_BIOSYNTHESIS,0.8925550230121257,0.39303612032524077,1.0119289939980438,26,up,0.9153420785606028,0.39612258820160984,0.2649746491414155,26,up,Media
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,1,-0.2537742543533691,-0.7267956076119513,41,down,0.9153420785606028,0.5558466817339351,-0.14093757159270143,41,up,Media
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.8063551334106728,-0.48622703226581465,-1.197399814410895,19,down,0.9269868661596637,0.8223975780339363,-0.9374392880011363,19,up,Media
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,0.9073503599051045,-0.3714504435886754,-0.9422116870757298,22,down,0.9153420785606028,0.4308563533322123,0.17563646516451398,22,up,Media
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,1,0.24943712944321977,0.5422654757312834,13,up,0.9153420785606028,0.5037589229519546,-0.009557117835293377,13,up,Media
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,0.7877213902349579,-0.475570429377944,-1.2063197778374735,22,down,0.9184130622644822,0.7720611421929879,-0.7540701933659796,22,up,Media
KEGG_GLYCEROLIPID_METABOLISM,0.7756689850288812,0.4592397832111308,1.2736538982488395,38,up,0.9153420785606028,0.17603351864521993,0.9364922106490338,38,up,Media
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.9024969593646371,-0.32803827079033665,-0.9699809629597014,51,down,0.916773444517598,0.7244807513454518,-0.5983901130548139,51,up,Media
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,0.9353396197276502,-0.3449670669739495,-0.8974356684922757,24,down,0.916773444517598,0.7016375424381609,-0.5351847568734737,24,up,Media
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,1,0.21402846458013866,0.661335263776079,62,up,0.9153420785606028,0.529011054901298,-0.07293441768565904,62,up,Media
KEGG_ETHER_LIPID_METABOLISM,0.9062982446800787,-0.3747583538557775,-0.9597524189947202,23,down,0.916773444517598,0.6984288841047478,-0.523756318259227,23,up,Media
KEGG_ARACHIDONIC_ACID_METABOLISM,0.8863426155710286,0.36920424694633047,1.0184036611638563,37,up,0.9153420785606028,0.4079063577087217,0.23392615883773504,37,up,Media
KEGG_LINOLEIC_ACID_METABOLISM,0.9895089395655815,0.3390818127345683,0.7468341821441074,14,up,0.9153420785606028,0.44817853404743746,0.1315731211096095,14,up,Media
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,0.8063551334106728,-0.5482300613627342,-1.209755107771855,12,down,0.916773444517598,0.7626352949083783,-0.7288738157300647,12,up,Media
KEGG_SPHINGOLIPID_METABOLISM,0.9364796453284606,0.33742996101739686,0.8956216933418738,31,up,0.9153420785606028,0.4589684293239858,0.10349066758750611,31,up,Media
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,0.9946088031150591,0.3023300310534983,0.7501348176487713,21,up,0.9153420785606028,0.40038958917536005,0.2540315591014202,21,up,Media
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,0.9395076041737708,0.42113783295266405,0.8917136652253301,12,up,0.9153420785606028,0.45271971254210636,0.12059436180532594,12,up,Media
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,0.989099560313728,-0.3452310865052427,-0.785380614455525,14,down,0.9153420785606028,0.5488959211700071,-0.12415075429710125,14,up,Media
KEGG_PYRUVATE_METABOLISM,1,0.23327667060651297,0.6434644708849251,37,up,0.9153420785606028,0.4480707989022874,0.1311235502762797,37,up,Media
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,0.8365670146289919,0.543504867882127,1.1815559552109862,13,up,0.9153420785606028,0.25911031546068464,0.6563772087956408,13,up,Media
KEGG_PROPANOATE_METABOLISM,1,-0.2133166005286396,-0.5858561506647726,31,down,0.9153420785606028,0.6178160270261832,-0.30139977622750547,31,up,Media
KEGG_BUTANOATE_METABOLISM,0.83302455412282,-0.4238473779841096,-1.1452151217627686,29,down,0.944648434400664,0.8863092633353485,-1.2215069973802202,29,up,Media
KEGG_ONE_CARBON_POOL_BY_FOLATE,0.9884373956189828,-0.3354136754833177,-0.7902254511045885,16,down,0.9153420785606028,0.5753281788238778,-0.19162050896265778,16,up,Media
KEGG_RIBOFLAVIN_METABOLISM,0.8951505604314473,0.4757652284682531,1.0342929239428542,13,up,0.9153420785606028,0.22624835761435877,0.7640148077424974,13,up,Media
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.8870383779869658,0.4072557371428696,1.025243574664397,23,up,0.9153420785606028,0.35925015506644886,0.36315476249051665,23,up,Media
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,0.9358791745135466,0.3928327203441342,0.8974119060391532,16,up,0.9153420785606028,0.46064109017273797,0.09966323547515428,16,up,Media
KEGG_FOLATE_BIOSYNTHESIS,0.9509167496750012,0.4269761619922312,0.8563292327120796,8,up,NA,NA,NA,NA,NA,Media
KEGG_RETINOL_METABOLISM,0.8401749004764081,0.4461257691205773,1.1303915204270172,24,up,0.9153420785606028,0.25868715281438104,0.6524331154940314,24,up,Media
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,1,-0.28889686821327293,-0.725820441352049,21,down,0.9153420785606028,0.5797819439668135,-0.20282345469826468,21,up,Media
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,0.9174450386215092,-0.41051153102414245,-0.933889823597688,14,down,0.916773444517598,0.7464730893158231,-0.6785582119843504,14,up,Media
KEGG_LIMONENE_AND_PINENE_DEGRADATION,1,-0.2566542796364356,-0.5218506124043756,9,down,NA,NA,NA,NA,NA,Media
KEGG_NITROGEN_METABOLISM,0.865398866441454,0.4634143304713447,1.093208974938883,18,up,0.9153420785606028,0.19698148989169717,0.8634099029685471,18,up,Media
KEGG_SULFUR_METABOLISM,0.7756689850288812,-0.5988056859816575,-1.2880042293481133,11,down,0.9184130622644822,0.7784357331203958,-0.7864653716967167,11,up,Media
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.9108445445033446,0.3760911404965932,0.9411473439421214,22,up,0.9153420785606028,0.3096943846055602,0.5031949939289518,22,up,Media
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.7341939589819743,0.5370128920478439,1.4253636347885241,31,up,0.9153420785606028,0.10868589508496804,1.2495645382021368,31,up,Media
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.9892885561312549,0.29828403060508685,0.7880778455223639,30,up,0.9153420785606028,0.488080550232315,0.030014105223416805,30,up,Media
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.989099560313728,0.3083730341137668,0.8054934958701283,27,up,0.9153420785606028,0.5457103014565602,-0.11541231580937264,27,up,Media
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.9509167496750012,-0.3485463076420025,-0.8756828566849879,21,down,0.9153420785606028,0.5449405155457931,-0.11368497661611339,21,up,Media
KEGG_ABC_TRANSPORTERS,0.8870455760491848,-0.36077204651672407,-1.0170215832394491,39,down,0.924179710161032,0.7966667878675631,-0.8346030558532846,39,up,Media
KEGG_RIBOSOME,0.7482547993019197,-0.39393469076555837,-1.2784274034683967,86,down,0.944648434400664,0.8805671272680993,-1.1854625100296372,86,up,Media
KEGG_RNA_DEGRADATION,0.9108445445033446,0.3150497897595659,0.9406969265319697,54,up,0.9153420785606028,0.22721853714011114,0.7529729410238898,54,up,Media
KEGG_RNA_POLYMERASE,0.7756689850288812,0.4736599694597783,1.2539341896630292,29,up,0.9153420785606028,0.14712433725447382,1.066757798958985,29,up,Media
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.9892885561312549,0.2965108031631922,0.7931845085953626,33,up,0.9153420785606028,0.281709643645925,0.5825018414913677,33,up,Media
KEGG_DNA_REPLICATION,1,-0.2684325950741891,-0.7454129530532155,36,down,0.916773444517598,0.7049996248322574,-0.5428310295582617,36,up,Media
KEGG_SPLICEOSOME,0.5821501014198783,0.4207872362001831,1.4438689747924294,125,up,0.9153420785606028,0.0638765392651698,1.5323717330157318,125,up,Media
KEGG_PROTEASOME,0.640339134315038,0.5450331431435731,1.5394555215091594,42,up,0.9153420785606028,0.06581726828662668,1.5327187476886768,42,up,Media
KEGG_PROTEIN_EXPORT,1,0.2560385332291874,0.6407223131534233,22,up,0.9153420785606028,0.4019325778020487,0.25127353996199697,22,up,Media
KEGG_PPAR_SIGNALING_PATHWAY,0.7613964405514537,0.4352697351712276,1.3060025036073497,53,up,0.9153420785606028,0.1630119546717194,0.9874794985271546,53,up,Media
KEGG_BASE_EXCISION_REPAIR,0.9884373956189828,-0.28629697783492547,-0.7937074172510803,33,down,0.9153420785606028,0.6201482303348244,-0.307389865924665,33,up,Media
KEGG_NUCLEOTIDE_EXCISION_REPAIR,1,-0.1276296280123563,-0.37106295555987245,44,down,0.9153420785606028,0.5023946141903658,-0.006030225180393773,44,up,Media
KEGG_MISMATCH_REPAIR,1,-0.2611563893648919,-0.6688189171770691,23,down,0.9161877805382052,0.6534211774125709,-0.3986998775176286,23,up,Media
KEGG_HOMOLOGOUS_RECOMBINATION,0.8529371746120409,-0.41594907392829467,-1.0986075715293198,26,down,0.916773444517598,0.7452793986482118,-0.6664234834992415,26,up,Media
KEGG_NON_HOMOLOGOUS_END_JOINING,0.9680369035920953,0.3917059187466249,0.8221406749539756,11,up,0.9153420785606028,0.4052911153160334,0.2458335246742636,11,up,Media
KEGG_MAPK_SIGNALING_PATHWAY,0.9854468334064648,-0.24756627390468106,-0.9101600871614965,228,down,0.9153420785606028,0.46111434407364604,0.09768116649449889,228,up,Media
KEGG_ERBB_SIGNALING_PATHWAY,0.9066275880551738,0.3043956931589368,0.9728040105890836,81,up,0.9153420785606028,0.27150663640412387,0.6096186367059672,81,up,Media
KEGG_CALCIUM_SIGNALING_PATHWAY,0.9299719509766528,0.272193170969369,0.9444315563228304,142,up,0.9153420785606028,0.5572858198674581,-0.14423104331031475,142,up,Media
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.7541715937458942,0.3337297573987968,1.200118431582578,218,up,0.9153420785606028,0.40020545921759004,0.2530135349495355,218,up,Media
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.7756689850288812,0.33290300826430097,1.1692919838373248,169,up,0.9153420785606028,0.2662304836935636,0.6249928297171805,169,up,Media
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.8648541722128553,-0.341164542088013,-1.067732318263214,70,down,0.9249788928758543,0.8145460448036026,-0.8979083909862232,70,up,Media
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,0.35393864652381685,-0.401887251849987,-1.415672476902289,159,down,0.944648434400664,0.8771753186352256,-1.1637436881259111,159,up,Media
KEGG_CELL_CYCLE,0.3268172328715126,-0.46801038975884485,-1.601772648200242,124,down,0.957793439041385,0.00448029828138751,-2.637340319420946,124,down,Media
KEGG_OOCYTE_MEIOSIS,0.7856599704129741,-0.348430591401559,-1.1473835864623079,101,down,0.924179710161032,0.8020669173605782,-0.8509989657650989,101,up,Media
KEGG_P53_SIGNALING_PATHWAY,0.7877213902349579,-0.3718685610229852,-1.156154437317463,65,down,0.9402367130017679,0.8642750395994707,-1.1044960721141552,65,up,Media
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,1,-0.1543764330049676,-0.5306192790025572,126,down,0.9153420785606028,0.53543288176097,-0.08905477950916084,126,up,Media
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,1,-0.10678515909929844,-0.2978708403034495,37,down,0.9153420785606028,0.5305395079495572,-0.07704333030069493,37,up,Media
KEGG_REGULATION_OF_AUTOPHAGY,1,0.2801634413610292,0.701093565667244,22,up,0.9153420785606028,0.41912795806272807,0.20567267710223897,22,up,Media
KEGG_LYSOSOME,0.35716507995768776,-0.4380437090884501,-1.4896658735803947,120,down,0.957793439041385,0.004625279114261522,-2.62437442229099,120,down,Media
KEGG_ENDOCYTOSIS,0.7756689850288812,0.32935330686828823,1.158787732494616,170,up,0.9153420785606028,0.17667635476640373,0.9293950811268423,170,up,Media
KEGG_PEROXISOME,1,-0.23018797805996402,-0.7316672365947688,75,down,0.9153420785606028,0.6325341142743955,-0.33927449847774743,75,up,Media
KEGG_MTOR_SIGNALING_PATHWAY,0.7756689850288812,-0.44256657654328135,-1.2902475091892152,47,down,0.9468873914940333,0.9026879800418881,-1.3093489255468773,47,up,Media
KEGG_APOPTOSIS,0.7215563165905632,0.39813696525146797,1.2753683341085214,83,up,0.9153420785606028,0.08766908346919874,1.3611564491247456,83,up,Media
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.9895089395655815,-0.2730662764474797,-0.8271427296316426,57,down,0.916773444517598,0.7174670822821614,-0.5770582679325466,57,up,Media
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.7930274653609556,-0.3459802795777434,-1.123969506475696,87,down,0.9269868661596637,0.8229952640455143,-0.9293520311602319,87,up,Media
KEGG_WNT_SIGNALING_PATHWAY,0.818137698367824,-0.31876836264408176,-1.0975481965921459,131,down,0.916773444517598,0.6842675005027596,-0.4802351920905926,131,up,Media
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1,0.27854217848740626,0.691112905783973,21,up,0.9153420785606028,0.5170652704696705,-0.04307285809798291,21,up,Media
KEGG_NOTCH_SIGNALING_PATHWAY,0.9567490942809432,-0.302284752634084,-0.8782628816576504,45,down,0.9157473715659936,0.6514630089461848,-0.3905533655485335,45,up,Media
KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.8816118010381759,0.36227071666450644,1.033000467838338,44,up,0.9153420785606028,0.36122988249288746,0.35633890726620493,44,up,Media
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.7751673692040665,0.39238302213925536,1.2375728872641343,75,up,0.9153420785606028,0.15610812550759634,1.0140483276141439,75,up,Media
KEGG_AXON_GUIDANCE,0.7756689850288812,-0.33969539304570856,-1.1451653402149748,112,down,0.9180121283757815,0.7673627284110378,-0.7315219374392177,112,up,Media
KEGG_VEGF_SIGNALING_PATHWAY,0.8774031233085421,-0.3394283628343148,-1.0572284477039027,67,down,0.916773444517598,0.7244339802177749,-0.5976480580514777,67,up,Media
KEGG_FOCAL_ADHESION,0.7756689850288812,0.3243673018202429,1.15182477590911,180,up,0.9153420785606028,0.22062044335734537,0.7709895131220803,180,up,Media
KEGG_ECM_RECEPTOR_INTERACTION,0.7756689850288812,0.37391197851326263,1.17403448356064,73,up,0.9153420785606028,0.24642960912920425,0.6877115791287027,73,up,Media
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.7510336525880567,0.3597443342632394,1.218211013950766,112,up,0.9153420785606028,0.16348913535272375,0.9825915143646673,112,up,Media
KEGG_ADHERENS_JUNCTION,0.2128290693362996,0.5523577499612926,1.7083131467277541,66,up,0.9153420785606028,0.034210077704798815,1.8380181563251983,66,up,Media
